pf_id,smiles,hfu_p_mod,hfu_p_num,measure_comm,hbp_mod,hbp_num,blood2plasm_comm
PF-00345563,N1([C@@H](C[C@H]2[C@@H](C1)CCCC2)C(=O)NC(C)(C)C)C[C@@H](O)[C@@H](NC(=O)[C@@H](NC(=O)c3nc4c(cc3)cccc4)CC(=O)N)Cc5ccccc5,=,0.0662,,=,0.687,
PF-06438825,n1c(nc(cc1C)C)O[C@@H](C(OC)(c2ccccc2)c3ccccc3)C(=O)O,=,0.0697,  Disparate replicates,,,
PF-06811462,Brc1cc(c(cc1)Nc3c(c2ncn(c2cc3C(=O)NOCCO)C)F)F,=,0.0727,,=,0.654,
PF-00579887,Clc1c(cccc1)[C@@H]2C(=C(NC(=C2C(=O)OC)C)COCCN)C(=O)OCC,=,0.0748,,=,1.5,
PF-06780737,Fc1ccc(cc1)CN(C2CCN(CC2)C)C(=O)NCc3ccc(cc3)OCC(C)C,=,0.0796,,,,
PF-06276688,Fc1c2c(ccc1)N=C(N(C2=O)c3ccccc3)[C@@H](Nc4ncnc5[nH]cnc54)CC,=,0.0797,,=,0.545,
PF-00344640,[S@](=O)(Cc1ncc(c(c1C)OC)C)c2[nH]c3c(n2)cc(cc3)OC,=,0.0798,,,,
PF-00345145,S(=O)(=O)(N(CCC)CCC)c1ccc(cc1)C(=O)O,=,0.0807,,=,0.598,
PF-00579911,s1c5c(c(c1-c2ccc(cc2)O)C(=O)c3ccc(cc3)OCCN4CCCCC4)ccc(c5)O,=,0.083975,  Pre-saturation methodPre-saturation method,=,0.790690816,
PF-01527112,N(c1ncnc2c1cc(c(c2)OCCOC)OCCOC)c3cc(ccc3)C#C,=,0.0849,,=,1.1245,
PF-02586636,N1(C[C@@H](CC1)C(c2ccccc2)(c3ccccc3)C(=O)N)CCc4cc5c(cc4)OCC5,=,0.0856,,=,0.602,
PF-01827219,Fc2cc1onc(c1cc2)C3CCN(CC3)CCCOc4c(cc(cc4)C(=O)C)OC,=,0.0868,,,,
PF-02634376,Fc1ccc(cc1)[C@H]2[C@@H](CNCC2)COc3cc4c(cc3)OCO4,=,0.0879,,=,1.045,
PF-05305726,Fc1c(cc(cc1)Nc2ncnc3c2cc(c(c3)O[C@@H]4COCC4)NC(=O)/C=C/CN(C)C)Cl,=,0.088033333,,=,1.383224142,
PF-06737210,Fc2c1nc(n(c1cc(c2)-c3nc(ncc3F)Nc4ncc(cc4)CN5CCN(CC5)CC)C(C)C)C,=,0.089071429,Low recovery in experiment      ,=,0.789498792,% Recovery out of +/-30% range  Compound not at equilibriumCompound not at equilibrium
PF-00344595,Clc1cc(ccc1)N2CCN(CC2)CCCN4N=C3N(C=CC=C3)C4=O,=,0.095,,=,0.659,
PF-00345384,o1c2c(cc1)cc3c(c2OC)OC(=O)C=C3,=,0.10145,Poor analytical sensitivity  ,=,0.701,
PF-00833929,S(=O)(=O)(N)c1c(ccc(c1)C[C@H](NCCOc2c(cccc2)OCC)C)OC,=,0.104,,,,
PF-00344579,N1(CCN(CC1)C(=O)c2occc2)c3nc4c(c(n3)N)cc(c(c4)OC)OC,=,0.109,,=,0.712,
PF-00344542,[N+](=O)([O-])c1ccc(cc1)-c2oc(cc2)/C=N/N3CC(=O)N=C3O,=,0.11,,,,
PF-00344556,FC(F)(F)c1ccc(cc1)O[C@H](CCNC)c2ccccc2,=,0.11,,,,
PF-00344745,S2c1c(cccc1)N(c3c2cccc3)CCCN(C)C,=,0.1115,,=,0.925,
PF-04750365,Clc1c(cc(cc1)[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)Cc3ccc(cc3)OCC,=,0.113,,,,
PF-06101294,[N+](=O)([O-])c1c(ccc(c1)C(F)(F)F)C(=O)C2C(=O)CCCC2=O,=,0.113,,,,
PF-01677920,N1(CCN(CC1)C)Cc2ccc(cc2)C(=O)Nc3cc(c(cc3)C)Nc4nc(ccn4)-c5cnccc5,=,0.115,,=,0.865,
PF-00335487,Brc1cc(c(cc1)Nc2ncnc3c2cc(c(c3)OCC4CCN(CC4)C)OC)F,=,0.116,,,,
PF-00344598,S(=O)(=O)(N)c1sc(nn1)NC(=O)C,=,0.117,,,,
PF-00344727,[nH]1c(nc2c1ccc(c2)C(=O)c3ccccc3)NC(=O)OC,=,0.117,,=,0.763,
PF-00344569,Clc1cc3c(cc1)CCc2c(cccc2)N3CCCN(C)C,=,0.118,,=,0.847983998,
PF-00296683,N(CCC=C2c1c(cccc1)CCc3c2cccc3)(C)C,=,0.1193,Low recovery in experiment ,=,0.878,
PF-00262192,Fc1cc\2c(cc1)NC(=O)/C2=C\c3[nH]c(c(c3C)C(=O)NCCN(CC)CC)C,=,0.1205,,=,1.23,
PF-01000000,S(=O)(=O)(N1CCN(CC1)C)c2cc(c(cc2)OCC)C4=Nc3c(n(nc3CCC)C)C(=O)N4,=,0.124,,=,0.683333333,
PF-00345095,C64=C1C(=NC2(N1)CCN(CC2)CC(C)C)c3c5c(c(c(c3C4=O)O)C)O[C@@](C5=O)(OC=C[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@@H](C)C=CC=C(C(=O)N6)C)O)C)O)C)OC(=O)C)C)OC)C,=,0.13275,Pre-Saturation Method x5Pre-Saturation Method x10  ,=,0.827,
PF-00248926,Clc1cc3c(cc1)Nc2c(cccc2)C(=N3)N4CCN(CC4)C,=,0.133,,=,0.7935,
PF-00344824,Clc1ccc(cc1)-c2c(nc(nc2CC)N)N,=,0.133,,=,0.711,
PF-00346606,S2c1c(cccc1)N=C(c3c2cccc3)N4CCN(CC4)CCOCCO,=,0.134,,,,
PF-02400225,S(=O)(=O)(N1CCN(CC1)CC)c2cc(c(cc2)OCC)C4=NC(=O)c3n(c(nc3C)CCC)N4,=,0.136,,=,0.782,
PF-07072383,n21c(nc(c1c(ncc2)N)-c3ccc(cc3)C(=O)Nc4ncccc4)[C@H]5N(CCC5)C(=O)C#CC,=,0.137,,=,0.819,
PF-00345101,Clc1c(cccc1)C2=N[C@H](C(=O)Nc3c2cc(cc3)Cl)O,=,0.14,,,,
PF-06676207,FC(F)(F)C(C)(C)c1nccc(c1)-c2sc(nc2C)NC(=O)N3[C@@H](CCC3)C(=O)N,=,0.143333333,,=,1.2,
PF-00344846,Clc2cc1nccc(c1cc2)Nc3cc(c(cc3)O)CN(CC)CC,=,0.1445,,=,1.495,
PF-00344733,N(CCC=C2c1c(cccc1)CCc3c2cccc3)C,=,0.146428571,,=,1.295,
PF-00346634,N(C(C)C)(C(C)C)CC[C@@H](c1c(ccc(c1)C)O)c2ccccc2,=,0.15,,=,0.615,
PF-00579967,s1c(c(cc1)C)C(=CCCN2C[C@@H](CCC2)C(=O)O)c3sccc3C,=,0.153,,=,0.6315,
PF-02669968,N2([C@H](c1c(cccc1)CC2)c3ccccc3)C(=O)O[C@H]4CN5CCC4CC5,=,0.157,,=,0.789,
PF-00344555,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)(O)c3ccc(cc3)Cl,=,0.1575,,=,0.867,
PF-00345143,N([C@H](CCCN)C)c2c1ncccc1cc(c2)OC,=,0.162,,=,0.64,
PF-00344649,N(C[C@H](O)COc1c(cccc1)C(=O)CCc2ccccc2)CCC,=,0.163,,=,0.6075,
PF-04087759,Clc1ccc(cc1)[C@H](N2CCN(CC2)CCOCC(=O)O)c3ccccc3,=,0.166,,=,0.63,
PF-00579949,Fc1ccc(cc1)-c2nc(nc(c2\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)C(C)C)N(S(=O)(=O)C)C,=,0.168711111,Disparate replicates         ,=,0.576,
PF-00344781,N2(c1c(cccc1)CCc3c2cccc3)CCCNC,=,0.183,,=,1.455,
PF-00345088,S(=O)(=O)(Nc1onc(c1C)C)c2ccc(cc2)N,=,0.184,,=,0.626,
PF-03965244,Clc1sc(cc1)C(=O)NC[C@@H]2OC(=O)N(C2)c3ccc(cc3)N4CCOCC4=O,=,0.19,,=,0.709,
PF-04545030,Fc1ccc(cc1)CNC(=O)C2=C(C(=O)N(C(=N2)C(NC(=O)c3nnc(o3)C)(C)C)C)O,=,0.192,,=,0.652,
PF-00344877,Clc1cc2c(cc1)N=C(NS2(=O)=O)C,=,0.193,,=,0.661,
PF-00344560,N2(c1c(cccc1)CCc3c2cccc3)CCCN(C)C,=,0.196,,=,0.8645,
PF-00249188,N(CCCC(C(C)C)(c1cc(c(cc1)OC)OC)C#N)(CCc2cc(c(cc2)OC)OC)C,=,0.1965,,=,0.665,
PF-06876366,N1(CCN(CC1)C)C2CCN(CC2)c3c(cc(cc3)Nc4nc(c(nc4C(=O)N)CC)NC5CCOCC5)OC,=,0.207,,,,
PF-00344620,N(CC/C=C\2/c1c(cccc1)OCc3c2cccc3)(C)C,=,0.213,,=,0.94,
PF-00297424,N31[C@H](CN(CC1)C)c2c(cccc2)Cc4c3nccc4,=,0.215,Low recovery in experiment,=,0.852,
PF-06648994,S(=O)(=O)(C[C@@H](N2C(=O)c1c(cccc1NC(=O)C)C2=O)c3cc(c(cc3)OC)OCC)C,=,0.2175,,=,0.648,
PF-05236373,N([C@H](CC(c1ccccc1)(c2ccccc2)C(=O)CC)C)(C)C,=,0.223,Pfizer lot added for upload only since Methadone was actually ordered from Sigma lot FE12071601,,,
PF-00346601,N1(CCC(CC1)C[C@@H]3Cc2c(cc(c(c2)OC)OC)C3=O)Cc4ccccc4,=,0.225,,,,
PF-00344577,N1C(C(=O)NC1=O)(c2ccccc2)c3ccccc3,=,0.234,,=,0.78,
PF-05269734,Fc1c(cc(cc1)CC2=NNC(=O)c3c2cccc3)C(=O)N4CCN(CC4)C(=O)C5CC5,=,0.239,,,,
PF-00346488,s1c3c(cc1C)C(=Nc2c(cccc2)N3)N4CCN(CC4)C,=,0.263,,,,
PF-06732777,n2(c1nc(ncc1cc2C(=O)N(C)C)Nc3ncc(cc3)N4CCNCC4)C5CCCC5,=,0.2715,,=,1.135,
PF-00318443,Fc1c(nc(c(c1)F)N)N4c2c(cc(c(c2Cl)N3CC(C3)O)F)C(=O)C(=C4)C(=O)O,=,0.277,,=,0.594,
PF-00930241,[N@@]21[C@@H](C[C@@H]([C@H](C1)C=C)CC2)[C@H](O)c3c4c(ncc3)ccc(c4)OC,=,0.277,,=,0.713,
PF-00344832,N1(CCN(CC1)C(=O)[C@@H]2OCCC2)c3nc4c(c(n3)N)cc(c(c4)OC)OC,=,0.28,,,,
PF-00724076,N(CC[C@@H]1CCc2c1c3c(cc2)OCC3)C(=O)CC,=,0.283,,=,0.697,
PF-01614157,S(=O)(=O)(CCc3cc1c([nH]cc1C[C@@H]2N(CCC2)C)cc3)c4ccccc4,=,0.29,,=,0.764333333,
PF-00345299,O[C@]4([C@@]1([C@H]([C@H]3[C@H]([C@H](C1)O)[C@@]2(C(=CC(=O)C=C2)[C@H](C3)C)C)CC4)C)C(=O)CO,=,0.2925,,=,0.999,
PF-00296693,N(C[C@H](O)COc1c2c(ccc1)cccc2)C(C)C,=,0.3045,,=,0.757103744,
PF-00345423,N1(CCC(CC1)N(c2ccccc2)C(=O)CC)CCc3ccccc3,=,0.308333333,,,,
PF-00345215,F[C@]32[C@H]([C@H]1[C@@]([C@@]([C@@H](C1)C)(O)C(=O)CO)(C[C@@H]2O)C)CCC4=CC(=O)C=C[C@@]43C,=,0.31,,=,0.791333333,
PF-02451794,S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)COc3ccccc3,=,0.322,,=,0.644,
PF-00344619,Cl[C@H]([C@@H](NC(=O)[C@H]1N(C[C@@H](C1)CCC)C)[C@H]2O[C@@H]([C@@H]([C@H]([C@H]2O)O)O)SC)C,=,0.325,,=,0.609,
PF-00344561,Clc1c(cc(cc1)C(=O)NN2[C@H](Cc3c2cccc3)C)S(=O)(=O)N,=,0.329,,=,3.44,
PF-06458595,[nH]1c3c(c(c1C)CCNCc2ccc(cc2)/C=C/C(=O)NO)cccc3,=,0.334,,=,1.73,
PF-00344702,S(=O)(=O)(c1ccc(cc1)N)c2ccc(cc2)N,=,0.337,,=,1.04,
PF-00344656,S(=O)(=O)(Nc1nc(cc(n1)C)C)c2ccc(cc2)N,=,0.34,,,,
PF-00344544,O([C@H]1[C@H](O)[C@@H](N(C)C)C[C@H](O1)C)[C@H]2[C@@](OC)(C)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]3C[C@](OC)(C)[C@H]([C@@H](O3)C)O)C)CC)(C)O,=,0.341,,=,0.655,
PF-06944076,Fc1cc3c2c(c1)C(=O)NN=C2[C@@H]([C@H](N3)c4ccc(cc4)F)c5n(ncn5)C,=,0.342,,=,0.866,
PF-00345303,N2(C[C@H](c1c(c(ccc1)N)C2)c3ccccc3)C,=,0.3445,,=,0.822,
PF-00344739,O[C@]4([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)C(=O)C3)CC4)C)C(=O)CO,=,0.348,Poor analytical sensitivityPoor analytical sensitivity ,=,0.76,
PF-01332021,n1(c4c(c2c1CCN(C2=O)Cc3[nH]cnc3C)cccc4)C,=,0.35,,=,0.779,
PF-05601436,n1(nc2c(c1)cccc2C(=O)N)-c3ccc(cc3)[C@H]4CNCCC4,=,0.361,,,,
PF-00327962,Fc2cc1onc(c1cc2)C3CCN(CC3)CCC5=C(N=C4N(CCCC4)C5=O)C,=,0.3615,,=,0.5705,
PF-00344583,N21[C@H](C[C@@H]([C@H](C1)C=C)CC2)[C@@H](O)c3c4c(ncc3)ccc(c4)OC,=,0.364583333,,=,0.788,
PF-00344588,S(=O)(=O)(Nc1noc(c1)C)c2ccc(cc2)N,=,0.368,,=,0.689,
PF-06264015,N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)C[C@@H](C(C)C)Cc1cc(c(cc1)OC)OCCCOC,=,0.37,,=,0.835,
PF-00344548,N(C(C)C)(C(C)C)CC[C@](c1ncccc1)(c2ccccc2)C(=O)N,=,0.3715,,=,0.702,
PF-00345196,F[C@]32[C@H]([C@H]1[C@@]([C@@]([C@H](C1)C)(O)C(=O)CO)(C[C@@H]2O)C)CCC4=CC(=O)C=C[C@@]43C,=,0.375,,=,0.922,
PF-00344784,N([C@H]4[C@@H]3[C@H]([C@@H]2[C@H](c1c(c(ccc1)O)C(=O)C2=C([C@@]3(C(=O)C(=C4O)C(=O)N)O)O)C)O)(C)C,=,0.382,,,,Disparate replicates
PF-00344716,Clc1c(c(ccc1)Cl)CC(=O)NC(=N)N,=,0.386,,=,1.2,
PF-00344610,N1(CCN(CC1)c2ncccn2)CCCCN4C(=O)CC3(CCCC3)CC4=O,=,0.3875, high recovery in experiment  ,,,
PF-06463922,Fc1cc4c(cc1)C(=O)N(Cc2nn(c(c2-c3cnc(c(c3)O[C@@H]4C)N)C#N)C)C,=,0.39,,=,1,
PF-00249692,S1[C@H]([C@H](C(=O)N(c2c1cccc2)CCN(C)C)OC(=O)C)c3ccc(cc3)OC,=,0.409,,,,
PF-00344557,O[C@]4([C@@]3([C@H]([C@H]2[C@@H]([C@]1(CCC(=O)C=C1CC2)C)[C@H](C3)O)CC4)C)C(=O)CO,=,0.423,,=,0.799,
PF-00345557,n1(c(ncc1)C)C[C@@H]3CCc2n(c4c(c2C3=O)cccc4)C,=,0.423,,=,0.765,
PF-00345443,S=C1NC(=CC(=O)N1)CCC,=,0.428, Poor analytical sensitivity,=,0.647,
PF-00344786,N1([C@@H](CCC1)C(=O)O)C(=O)[C@@H](N[C@@H](CCc2ccccc2)C(=O)OCC)C,=,0.432,,,,
PF-01072776,Clc1c(cccc1-c2nnc(nc2N)N)Cl,=,0.44,,,,
PF-00345571,Fc1c(nc2c(c1)C(=O)C(=CN2c3c(cc(cc3)F)F)C(=O)O)N5C[C@@H]4[C@@H]([C@H]4N)C5,=,0.441,,=,0.92,
PF-00345624,N1(CCC(CC1)C(O)(c2ccccc2)c3ccccc3)CCC[C@H](O)c4ccc(cc4)C(C)(C)C(=O)O,=,0.444166667,,=,0.805088991,
PF-00344881,[C@@]72([C@@]([C@@H](C1=CC(=O)OC1)CC2)([C@@H](C[C@@H]8[C@@]6([C@@H](C[C@@H](O[C@@H]3O[C@@H]([C@H]([C@H](C3)O)O[C@@H]4O[C@@H]([C@H]([C@H](C4)O)O[C@@H]5O[C@@H]([C@H]([C@H](C5)O)O)C)C)C)CC6)CC[C@H]87)C)O)C)O,=,0.447,,=,1.04,
PF-00344667,Nc2nc1nc(c(nc1c(n2)N)-c3ccccc3)N,=,0.451,,=,1.23,
PF-00345691,S(=O)(=O)(Nc1ccc(cc1)OCCN(CCc2ccc(cc2)NS(=O)(=O)C)C)C,=,0.464,,=,0.854666667,
PF-00346482,n1(ncnc1)C(c2ccc(cc2)C#N)c3ccc(cc3)C#N,=,0.47,,,,
PF-00930000,N1(CCN(CC1)CC(=O)Nc2c(cccc2C)C)C[C@H](O)COc3c(cccc3)OC,=,0.478,,=,0.777,
PF-00345066,N(C[C@H](O)COc1c(cccc1)OCC=C)C(C)C,=,0.49,,,,
PF-04551811,Fc1c(cc2c(c1C)C(=O)C(=CN2C3CC3)C(=O)O)N4C[C@H](NCC4)C,=,0.49,,=,1.32,
PF-00344546,N(CCOC(c1ccccc1)c2ccccc2)(C)C,=,0.4935,Low recovery in experiment ,=,0.965,
PF-00332135,O[C@]4([C@@]1([C@H]([C@H]3[C@H]([C@H](C1)O)[C@@]2(C(=CC(=O)C=C2)CC3)C)CC4)C)C(=O)CO,=,0.494,,=,0.878,
PF-00344535,Clc1ccc(cc1)[C@H](CCN(C)C)c2ncccc2,=,0.494,,=,1.1,
PF-03419979,FC1(CCC(CC1)C(=O)N[C@@H](CCN2[C@@H]3C[C@H](C[C@@H]2CC3)n4c(nnc4C)C(C)C)c5ccccc5)F,=,0.5095,,=,0.72010958,
PF-06708369,n1(c(nc2c1C(=O)N(C(=O)N2C)Cc3nc4c(c(n3)C)cccc4)N5C[C@@H](CCC5)N)CC#CC,=,0.51,,=,0.86,
PF-00988288,Fc1ccc(cc1)[C@@]2(OCc3c2ccc(c3)C#N)CCCN(C)C,=,0.511,,=,1.26,
PF-00346563,N2(c1nccc(c1NC(=O)c3c2nccc3)C)C4CC4,=,0.519,,,,
PF-00344536,[N+](=O)([O-])c1ccc(cc1)[C@@H](O)[C@H](NC(=O)C(Cl)Cl)CO,=,0.522,,,,
PF-00345617,Nc1c3c(nc2c1CCCC2)cccc3,=,0.536,,=,1.92,
PF-04087761,[N+]51([C@@H]2C[C@H](C[C@H]1CC2)OC(=O)C(O)(c3ccccc3)c4ccccc4)CCCC5,=,0.537,,=,0.682,
PF-00344690,Brc1ccc(cc1)[C@H](CCN(C)C)c2ncccc2,=,0.538,,,,
PF-04524477,[nH]2c1ncnc(c1cc2)N([C@@H]3[C@@H](CCN(C3)C(=O)CC#N)C)C,=,0.538,,=,1.166,
PF-02059379,N1(C=C(C=CC1=O)C)c2ccccc2,=,0.546,,,,
PF-00344596,Nc1nc(c(cn1)Cc2cc(c(c(c2)OC)OC)OC)N,=,0.558,,=,1.07,
PF-00344600,N([C@@H](CCC(=O)O)C(=O)O)C(=O)c1ccc(cc1)N(Cc3nc2c(nc(nc2N)N)nc3)C,=,0.559,,=,0.689,
PF-07223216,FC(F)(F)CNC(=O)N1C[C@H]([C@H](C1)c2n3c(nc2)cnc4[nH]ccc43)CC,=,0.559,,=,1.16,
PF-00344809,[nH]1c2c(c(c1C)CC)C(=O)[C@H](CC2)CN3CCOCC3,=,0.586,,,,
PF-00579955,Fc1c(ncnc1)[C@@H]([C@](O)(Cn2ncnc2)c3c(cc(cc3)F)F)C,=,0.586,,=,0.85,
PF-00346240,Clc2c(c1nsnc1cc2)NC3=NCCN3,=,0.588,Poor analytical sensitivity ,,,
PF-06647511,S(=O)(=O)(N1CC(C1)(n2ncc(c2)-c3ncnc4[nH]ccc43)CC#N)CC,=,0.59,,=,1.325,
PF-00345049,FC(F)(F)c1c(cc2c(c1)NCNS2(=O)=O)S(=O)(=O)N,=,0.6,,,,
PF-00345307,S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)Cc3ccccc3,=,0.607,,=,0.69,
PF-00345344,[C@@H]1([C@@H]([C@H](C[C@H](O1)C)N(C)C)O)O[C@@H]2[C@H]([C@@H]([C@H](C(=O)O[C@@H]([C@]([C@@H]([C@H](N(C[C@@H](C[C@]2(O)C)C)C)C)O)(O)C)CC)C)O[C@H]3C[C@]([C@H]([C@@H](O3)C)O)(OC)C)C,=,0.608,,=,1.55,
PF-00345010,s1c(ccc1)CN(CCN(C)C)c2ncccc2,=,0.626,,=,0.742,
PF-00345538,n1(cnc2c1C(=O)N(C(=O)N2C)CCCCC(=O)C)C,=,0.626,,,,
PF-00184033,Fc1c(ccc(c1)N2C[C@@H](OC2=O)CNC(=O)C)N3CCOCC3,=,0.631,,=,0.885,
PF-00344797,N(CC)(CC)CC(=O)Nc1c(cccc1C)C,=,0.632,,=,0.665,
PF-00344792,Clc1c(cc2c(c1)NCNS2(=O)=O)S(=O)(=O)N,=,0.636,,=,2.79,
PF-06180758,n1(nc(c2c1cccc2)C(=O)N[C@@H]3C[C@@H]4N([C@@H](C3)CCC4)C)C,=,0.64,,=,1.08,
PF-00579899,O([C@@H]2[C@@H]1[C@H]([C@H](C=CC1=C[C@H](C2)O)C)CC[C@@H](O)C[C@@H](O)CC(=O)O)C(=O)[C@H](CC)C,=,0.654833333,,=,0.5475,
PF-00344886,Clc2cc1nccc(c1cc2)N[C@H](CCCN(CCO)CC)C,=,0.66,,,,
PF-01372407,N5([C@H]3[C@]4([C@@]1([C@@H](Oc2c1c(ccc2O)C3)C(=O)CC4)CC5)O)CC=C,=,0.668,,=,1.07,
PF-00344618,N([C@H]2CCc1c(c(c(c(c1)OC)OC)OC)C3=CC=C(C(=O)C=C32)OC)C(=O)C,=,0.679,,=,1.12,
PF-01466725,Clc2nc1n(cnc1c(n2)N)[C@@H]3O[C@@H]([C@H](C3)O)CO,=,0.683,,=,1.09,% Recovery out of +/-30% range at T3 only
PF-00344567,[n+]1(c(nc(cc1N)N2CCCCC2)N)[O-],=,0.686,,=,1.14,
PF-04527461,Fc1c(c(ccc1)F)Cn2nnc(c2)C(=O)N,=,0.691,,,,
PF-00346470,N(C[C@@H]1[C@](CCCC1)(O)c2cc(ccc2)OC)(C)C,=,0.71,,,,
PF-00558077,n2(c1nc(nc(c1nc2)NC3CC3)N)[C@@H]4C[C@@H](C=C4)CO,=,0.713,,=,1.21,
PF-00344537,Fc1c(cc2c(c1)C(=O)C(=CN2C3CC3)C(=O)O)N4CCNCC4,=,0.715,,=,1.28, % Recovery out of  +/-30% range
PF-00345485,[nH]1cnc2c1C(=O)N(C(=O)N2C)C,=,0.721333333,Poor analytical sensitivity     ,=,0.688333333,   Theopyilline interference in blank
PF-00345408,N(C[C@H](C1(CCCCC1)O)c2ccc(cc2)OC)(C)C,=,0.7227,,=,1.096666667,
PF-00344553,FC(F)(F)COc1c(cc(cc1)OCC(F)(F)F)C(=O)NC[C@@H]2NCCCC2,=,0.73,,=,1.425,
PF-00344758,N(CCN(Cc1ccccc1)c2ncccc2)(C)C,=,0.733,,,,
PF-01063833,S(=O)(=O)(NC)CCc3cc1c([nH]cc1C2CCN(CC2)C)cc3,=,0.733,,=,1.3,
PF-00344664,s1nc(c(n1)OC[C@@H](O)CNC(C)(C)C)N2CCOCC2,=,0.735333333,,=,0.8305,
PF-01221537,S(=O)(=O)(N1CCCC1)Cc3cc2c([nH]cc2CCN(C)C)cc3,=,0.7395,,=,0.9925,
PF-00345060,N[C@H](COc1c(cccc1C)C)C,=,0.75,,=,1.1,
PF-00344534,S(CC\N=C(\NC)/NC#N)Cc1nc[nH]c1C,=,0.753,,=,0.955,
PF-00345063,N5([C@H]3[C@]4([C@@]1([C@@H](Oc2c1c(ccc2O)C3)C(=O)CC4)CC5)O)CC6CC6,=,0.753,,=,1.285,
PF-01257838,Clc1c(c3c(c(c1)C(=O)NC2CCN(CC2)CCCOC)OCC3)N,=,0.757,,=,1.44,
